,CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE,state_name,popullation
1707762,I-200-20352-967257,Certified,2020-12-28,Information Technology Project Managers,"Hyundai Autoever America, Llc",West Point,California,86986.0,Georgia,10912876.0
1707763,I-200-20352-967200,Certified,2020-12-28,Regulatory Affairs Specialists,St. Jude Medical Cardiology Division,Plymouth,California,91728.0,Minnesota,5717184.0
1707764,I-200-20352-966949,Certified,2020-12-28,"Software Developers, Applications","Financial Industry Regulatory Authority, Inc.",Rockville,California,141306.0,Maryland,6164660.0
1707765,I-200-20352-967672,Certified,2020-12-28,"Mathematical Science Teachers, Postsecondary",The University Of Chicago,Chicago,California,64675.0,Illinois,12582032.0
1707766,I-200-20352-966776,Certified,2020-12-28,Business Intelligence Analysts,Vistar Media,New York,California,114962.0,New York,19677151.0
1707767,I-200-20352-967000,Certified,2020-12-28,Information Security Analysts,"Qualys, Inc.",Foster City,California,122574.0,California,39029342.0
1707768,I-200-20352-966635,Certified,2020-12-28,Graphic Designers,Amazon.com Services Llc.,Chicago,California,50544.0,Illinois,12582032.0
1707769,I-200-20353-968549,Certified,2020-12-28,Industrial Production Managers,Rotary Corporation,Phoenix,California,69514.0,Arizona,7359197.0
1707770,I-200-20352-966018,Certified,2020-12-28,Computer And Information Research Scientists,Microsoft Corporation,Redmond,California,124384.0,Washington,7785786.0
1707771,I-200-20352-967746,Certified,2020-12-28,Clinical Research Coordinators,Trustees Of The University Of Pennsylvania,Philadelphia,California,40206.0,Pennsylvania,12972008.0
1707772,I-200-20353-968685,Certified,2020-12-28,"Software Developers, Applications","Amazon Development Center U.s., Inc.",Seattle,California,113110.0,Washington,7785786.0
1707773,I-200-20352-966013,Certified,2020-12-28,"Software Developers, Applications",Microsoft Corporation,Irving,California,93558.0,Texas,30029572.0
1707774,I-200-20352-966097,Certified,2020-12-28,"Software Developers, Applications",International Business Machines Corporation,Sandy Springs,California,121139.0,Georgia,10912876.0
1707775,I-200-20352-967780,Certified,2020-12-28,"Purchasing Agents, Except Wholesale, Retail, And Farm Products",Denali Sourcing Services,Bellevue,California,63814.0,Washington,7785786.0
1707776,I-200-20352-967983,Certified,2020-12-28,"Software Developers, Applications",Intuit Inc.,Mountain View,California,135824.0,California,39029342.0
1707777,I-200-20352-967976,Certified,2020-12-28,"Software Developers, Applications",Amazon.com Services Llc,New York,California,100526.0,New York,19677151.0
1707778,I-200-20352-968080,Certified,2020-12-28,"Software Developers, Applications",Cgi Technologies And Solutions Inc.,Pittsburgh,California,80142.0,Pennsylvania,12972008.0
1707779,I-200-20352-966549,Certified,2020-12-28,Civil Engineers,Amazon.com Services Llc,Bellevue,California,96658.0,Washington,7785786.0
1707780,I-200-20352-966124,Certified,2020-12-28,"Software Developers, Applications","Ntt Data, Inc.",Beaverton,California,125424.0,Oregon,4240137.0
1707781,I-200-20352-966972,Certified,2020-12-28,"Software Developers, Applications","Outbox Systems, Inc.",San Jose,California,170872.0,California,39029342.0
1707782,I-200-20352-968078,Certified,2020-12-28,Mechanical Engineers,Cummins Inc.,Columbus,California,80642.0,Indiana,6833037.0
1707783,I-200-20352-965863,Certified,2020-12-28,Computer Systems Analysts,Ernst & Young U.s. Llp,Chicago,California,73882.0,Illinois,12582032.0
1707784,I-200-20352-968157,Certified,2020-12-28,"Software Developers, Systems Software","Smartorg, Inc.",San Jose,California,120578.0,California,39029342.0
1707785,I-200-20352-966838,Certified,2020-12-28,"Software Developers, Applications",Vmware Inc.,Palo Alto,California,170872.0,California,39029342.0
1707786,I-200-20352-965845,Certified,2020-12-28,Business Intelligence Analysts,Ernst & Young U.s. Llp,Newark,California,74090.0,Delaware,1018396.0
1707787,I-200-20352-968265,Certified,2020-12-28,Computer And Information Systems Managers,Linkedin Corporation,Mountain View,California,215093.0,California,39029342.0
1707788,I-200-20352-968303,Certified,2020-12-28,"Software Developers, Applications","Vizient, Inc.",Irving,California,127150.0,Texas,30029572.0
1707789,I-200-20352-966571,Certified,2020-12-28,"Software Developers, Applications","Five9, Inc.",San Ramon,California,169562.0,California,39029342.0
1707790,I-200-20352-966062,Certified,2020-12-28,Computer And Information Research Scientists,Microsoft Corporation,Redmond,California,124384.0,Washington,7785786.0
1707791,I-200-20352-966625,Certified,2020-12-28,Business Intelligence Analysts,Emc Corporation,North Brunswick,California,114962.0,New Jersey,9261699.0
1707792,I-200-20352-966089,Certified,2020-12-28,Biochemical Engineers,Thermo Fisher Scientific Inc.,Princeton,California,88171.0,New Jersey,9261699.0
1707793,I-200-20352-967937,Certified,2020-12-28,Electrical Engineers,Cummins Inc.,Columbus,California,77022.0,Indiana,6833037.0
1707794,I-200-20352-965943,Certified,2020-12-28,Computer Systems Analysts,Accenture Llp,Naperville,California,90709.0,Illinois,12582032.0
1707795,I-200-20352-966619,Certified,2020-12-28,"Software Developers, Applications","Fis Management Services, Llc",Norristown,California,89773.0,Pennsylvania,12972008.0
1707796,I-200-20352-966668,Certified,2020-12-28,"Software Developers, Applications","Jones Lang Lasalle Americas, Inc.",Chicago,California,121389.0,Illinois,12582032.0
1707797,I-200-20352-967090,Certified,2020-12-28,Chemical Engineers,Geltor Inc,San Leandro,California,118706.0,California,39029342.0
1707798,I-200-20352-967630,Certified,2020-12-28,"Software Developers, Applications",Arthur J. Gallagher Service Company,Rolling Meadows,California,121389.0,Illinois,12582032.0
1707799,I-200-20352-966922,Certified,2020-12-28,Computer And Information Systems Managers,Abbott Laboratories,Plano,California,136552.0,Texas,30029572.0
1707800,I-200-20352-967186,Certified,2020-12-28,"Software Developers, Systems Software",Ford Motor Company,Dearborn,California,95160.0,Michigan,10034113.0
1707801,I-200-20352-967494,Certified,2020-12-28,"Medical Scientists, Except Epidemiologists","Biogen, Inc.",Cambridge,California,133203.0,Massachusetts,6981974.0
1707802,I-200-20352-967838,Certified,2020-12-28,"Electronics Engineers, Except Computer","Western Digital Technologies, Inc.",Milpitas,California,141669.0,California,39029342.0
1707803,I-200-20353-968544,Certified,2020-12-28,"Software Developers, Applications",Barclays Services Corp.,New York,California,100526.0,New York,19677151.0
1707804,I-200-20352-967040,Certified,2020-12-28,Civil Engineers,"Exposed Floor Design Group, Llc",Dallas,California,58594.0,Texas,30029572.0
1707805,I-200-20352-967571,Certified,2020-12-28,"Software Developers, Applications",Epam Systems Inc.,Hackensack,California,100526.0,New Jersey,9261699.0
1707806,I-200-20352-965909,Certified,2020-12-28,Computer Systems Analysts,International Business Machines Corporation,Newark,California,92269.0,New Jersey,9261699.0
1707807,I-200-20352-967298,Certified,2020-12-28,Statisticians,Vertex Pharmaceuticals Incorporated,Boston,California,124301.0,Massachusetts,6981974.0
1707808,I-200-20352-965833,Certified,2020-12-28,Computer Systems Analysts,Ibm India Private Limited,Bethesda,California,108805.0,Maryland,6164660.0
1707809,I-200-20352-968288,Certified,2020-12-28,"Software Developers, Systems Software","Arris Global Services, Inc.",Beaverton,California,92090.0,Oregon,4240137.0
1707810,I-200-20352-966925,Certified,2020-12-28,Molecular And Cellular Biologists,Purdue University,West Lafayette,California,62421.0,Indiana,6833037.0
1707811,I-200-20352-967405,Certified,2020-12-28,Statisticians,Statistics & Data Corporation,Tempe,California,101899.0,Arizona,7359197.0
1707812,I-200-20352-967182,Certified,2020-12-28,"Software Developers, Applications",Google Llc,Sunnyvale,California,145725.0,California,39029342.0
1707813,I-200-20352-966398,Certified,2020-12-28,Risk Management Specialists,Goldman Sachs & Co. Llc,Dallas,California,108077.0,Texas,30029572.0
1707814,I-200-20352-966137,Certified,2020-12-28,"Managers, All Other","Meridian Bioscience, Inc.",Cincinnati,California,134784.0,Ohio,11756058.0
1707815,I-200-20352-966012,Certified,2020-12-28,Information Technology Project Managers,International Business Machines Corporation,Endicott,California,77043.0,New York,19677151.0
1707816,I-200-20352-966251,Certified,2020-12-28,Biochemists And Biophysicists,General Hospital Corporation,Charlestown,California,52645.0,Massachusetts,6981974.0
1707817,I-200-20352-965875,Certified,2020-12-28,Information Technology Project Managers,Ibm India Private Limited,Atlanta,California,94453.0,Georgia,10912876.0
1707818,I-200-20352-968031,Certified,2020-12-28,"Software Developers, Applications",Intuit Inc.,Mountain View,California,135824.0,California,39029342.0
1707819,I-200-20352-965965,Certified,2020-12-28,Medical And Clinical Laboratory Technologists,Greater Regional Medical Center,Creston,California,43805.0,Iowa,3200517.0
1707820,I-200-20352-968276,Certified,2020-12-28,"Software Developers, Applications","Delta Dental Of Michigan, Inc.",Okemos,California,90667.0,Michigan,10034113.0
1707821,I-200-20352-968215,Certified,2020-12-28,"Software Developers, Applications",Grainger Management Llc,Lincolnshire,California,87838.0,Illinois,12582032.0
1707822,I-200-20352-966943,Certified,2020-12-28,"Software Developers, Applications",Streem Inc.,Portland,California,108202.0,Oregon,4240137.0
1707823,I-200-20352-968222,Certified,2020-12-28,"Software Developers, Applications","Oracle Financial Services Software, Inc.",Boston,California,83599.0,Massachusetts,6981974.0
1707824,I-200-20352-967771,Certified,2020-12-28,"Software Developers, Applications",Deloitte Consulting Llp,Dallas,California,110344.0,Texas,30029572.0
1707825,I-200-20352-966612,Certified,2020-12-28,"Software Developers, Applications","Fis Management Services, Llc",Collegeville,California,89773.0,Pennsylvania,12972008.0
1707826,I-200-20352-968104,Certified,2020-12-28,"Software Developers, Applications","Foot Locker Corporate Services, Inc.",Camp Hill,California,98654.0,Pennsylvania,12972008.0
1707827,I-200-20352-967483,Certified,2020-12-28,Computer And Information Systems Managers,The Sherwin-Williams Company,Cleveland,California,157810.0,Ohio,11756058.0
1707828,I-200-20352-966243,Certified,2020-12-28,Supply Chain Managers,"Wal-Mart Associates, Inc.",Bentonville,California,90938.0,Arkansas,3045637.0
1707829,I-200-20352-967970,Certified,2020-12-28,Computer And Information Systems Managers,"Attune Insurance Services, Llc",New York,California,160555.0,New York,19677151.0
1707830,I-200-20352-966078,Certified,2020-12-28,"Electronics Engineers, Except Computer",Sitime Corporation,Santa Clara,California,141669.0,California,39029342.0
1707831,I-200-20352-967417,Certified,2020-12-28,"Art, Drama, And Music Teachers, Postsecondary",Louisiana State University And A&M College,Baton Rouge,California,46350.0,Louisiana,4590241.0
1707832,I-200-20352-966951,Certified,2020-12-28,Market Research Analysts And Marketing Specialists,"Dr. Squatch, Inc.",Marina Del Rey,California,72779.0,California,39029342.0
1707833,I-200-20352-968232,Certified,2020-12-28,Electrical Engineers,Cummins Inc.,Columbus,California,77022.0,Indiana,6833037.0
1707834,I-200-20352-967952,Certified,2020-12-28,Microbiologists,University Of Illinois,Urbana,California,53331.0,Illinois,12582032.0
1707835,I-200-20352-968162,Certified,2020-12-28,"Software Developers, Applications",Cummins Inc.,Columbus,California,87714.0,Indiana,6833037.0
1707836,I-200-20352-967988,Certified,2020-12-28,Sales Engineers,"Renesas Electronics America, Inc.",San Jose,California,129289.0,California,39029342.0
1707837,I-200-20352-968268,Certified,2020-12-28,Mechanical Engineers,Cummins Inc.,Columbus,California,80642.0,Indiana,6833037.0
1707838,I-200-20352-967145,Certified,2020-12-28,"Software Developers, Applications",Instinet Holdings Incorporated,New York,California,122221.0,New York,19677151.0
1707839,I-200-20352-966667,Certified,2020-12-28,Database Architects,Astrazeneca Pharmaceuticals Lp,Wilmington,California,94224.0,Delaware,1018396.0
1707840,I-200-20352-966666,Certified,2020-12-28,Operations Research Analysts,"Capital One Services, Llc",Mclean,California,87298.0,Virginia,8683619.0
1707841,I-200-20352-966521,Certified,2020-12-28,Computer And Information Systems Managers,"Servicenow, Inc.",Sherman Oaks,California,162755.0,California,39029342.0
1707842,I-200-20352-966024,Certified,2020-12-28,"Software Developers, Applications",Microsoft Corporation,Fargo,California,56118.0,North Dakota,779261.0
1707843,I-200-20352-967548,Certified,2020-12-28,Financial Analysts,Sbla Advisers Corporation,New York,California,161346.0,New York,19677151.0
1707844,I-200-20352-965961,Certified,2020-12-28,"Software Developers, Applications",Microsoft Corporation,Redmond,California,113110.0,Washington,7785786.0
1707845,I-200-20352-968143,Certified,2020-12-28,"Medical Scientists, Except Epidemiologists","University Of California, Los Angeles",Los Angeles,California,64008.0,California,39029342.0
1707846,I-200-20352-965979,Certified,2020-12-28,"Software Developers, Applications",Microsoft Corporation,Redmond,California,155106.0,Washington,7785786.0
1707847,I-200-20352-967670,Certified,2020-12-28,"Software Developers, Applications",Grainger Management Llc,Lake Forest,California,87838.0,Illinois,12582032.0
1707848,I-200-20352-968178,Certified,2020-12-28,"Software Developers, Applications",Google Llc,Mountain View,California,145725.0,California,39029342.0
1707849,I-200-20352-968200,Certified,2020-12-28,Construction Managers,"Dpr Construction, A General Partnership",Seattle,California,89939.0,Washington,7785786.0
1707850,I-200-20352-967575,Certified,2020-12-28,Computer Systems Engineers/Architects,"Marriott International, Inc.",Bethesda,California,116147.0,Maryland,6164660.0
1707851,I-200-20352-967398,Certified,2020-12-28,"Software Developers, Systems Software","Whitaker-Taylor, Inc.",Vienna,California,97406.0,Virginia,8683619.0
1707852,I-200-20352-966136,Certified,2020-12-28,Database Administrators,"Amazon Web Services, Inc.",Austin,California,71094.0,Texas,30029572.0
1707853,I-200-20352-967388,Certified,2020-12-28,Operations Research Analysts,"Fidelity Technology Group, Llc",Smithfield,California,83699.0,Rhode Island,1093734.0
1707854,I-200-20352-968007,Certified,2020-12-28,"Software Developers, Applications",San Francisco Health Authority,San Francisco,California,120931.0,California,39029342.0
1707855,I-200-20352-965926,Certified,2020-12-28,Database Administrators,Ernst & Young U.s. Llp,Orlando,California,88712.0,Florida,22244823.0
1707856,I-200-20352-967716,Certified,2020-12-28,Computer And Information Systems Managers,"Zs Associates, Inc.",South San Francisco,California,181637.0,California,39029342.0
1707857,I-200-20352-966577,Certified,2020-12-28,"Software Developers, Systems Software","Yakshna Solutions, Inc.",Herndon,California,76690.0,Virginia,8683619.0
1707858,I-200-20352-967942,Certified,2020-12-28,Database Architects,"Optum Services, Inc.",Hennepin,California,88296.0,Minnesota,5717184.0
